brand,confidence,source,freq,sg_entities,foreign_branch,sample_entities
YHI,medium,entity_results,1.0,6,0,YHI LOGISTICS (SINGAPORE) PTE. LTD. | YHI (AMERICA) PTE. LTD. | YHI INTERNATIONAL LIMITED
PCCW,medium,entity_results,3.0,6,0,PCCW OTT (SINGAPORE) PTE. LTD. | PCCW SOLUTIONS SINGAPORE PTE. LTD. | PCCW VUCLIP (SINGAPORE) PTE. LTD.
Sistema,medium,entity_results,1.0,6,0,SISTEMA INTERBIO PTE. LTD. | SISTEMA ASIA FUND PTE. LTD. | GLOBAL SHINE SISTEMA PTE. LTD.
Wilshire,medium,entity_results,1.0,6,0,WILSHIRE (SINGAPORE) PTE. LTD. | WILSHIRE ASSET HOLDINGS PTE. LTD. | WILSHIRE SERVICES PTE. LTD.
Mondelez,medium,entity_results,1.0,6,0,MONDELEZ INTERNATIONAL AMEA PTE. LTD. | MONDELEZ TRADING SINGAPORE PTE. LTD. | MONDELEZ HELIX SINGAPORE PTE. LTD.
NGC,medium,entity_results,1.0,6,0,NGC INVESTMENT & SERVICES PTE. LTD. | NGC PARTNERS PTE. LTD. | NGC MARINE PROPULSION SOUTHEAST ASIA PTE. LTD.
StarHub,medium,entity_results,1.0,6,0,STARHUB SHOP PTE LTD | STARHUB MOBILE PTE LTD | STARHUB GLOBAL PTE. LTD.
McLaren,medium,entity_results,1.0,6,0,MCLAREN TECHNOLOGIES ASIA PACIFIC PTE. LTD. | MCLAREN GROUP HOLDINGS PTE. LTD. | MCLAREN AUTOMOTIVE ASIA PTE. LTD.
Advario,medium,entity_results,1.0,6,0,ADVARIO HELIOS SINGAPORE PTE. LTD. | ADVARIO HELIOS HTC PTE. LTD. | ADVARIO SINGAPORE LIMITED
Fischer,medium,entity_results,1.0,6,0,FISCHER BELL PRIVATE LTD. | FISCHER SPORTS & ENTERTAINMENT ASIA PTE. LTD. | GEORGE FISCHER PTE LTD
JCB,medium,entity_results,1.0,6,0,JCB M&E PTE. LTD. | JCB SALES ASIA PACIFIC PTE LTD | JCB FURNISHING PTE. LTD.
DAP,medium,entity_results,1.0,6,0,DAP ATELIER PRIVATE LIMITED | DAP ASIA PACIFIC (S) PTE. LTD. | DAP DESIGN AND MARKETING LLP
Everbridge,medium,entity_results,1.0,6,0,"EVERBRIDGE PARTNERS MASTER FUND I, PTE. LTD. | EVERBRIDGE SHIPPING PTE. LTD. | EVERBRIDGE ASIA PTE. LTD."
EGIS,medium,entity_results,1.0,6,0,EGIS MARKETING PTE. LTD. | EGIS TECHNOLOGIES PTE. LTD. | EGIS SINGAPORE PTE. LTD.
Santos,medium,entity_results,1.0,6,0,SANTOS HORIZON PTE. LTD. | SANTOS SINGAPORE SHIPPING PTE. LTD. | SANTOS SINGAPORE MANAGEMENT PTE. LTD.
DNV,medium,entity_results,2.0,6,0,DNV MARITIME SOFTWARE SINGAPORE PTE. LTD. | DNV SINGAPORE PTE. LTD. | DNV BUSINESS ASSURANCE SINGAPORE PTE. LTD.
Haier,medium,entity_results,1.0,6,0,HAIER ENERGY (SINGAPORE) TECHNOLOGY PTE. LTD. | HAIER SINGAPORE INVESTMENT HOLDING PTE. LTD. | HAIER (SINGAPORE) MANAGEMENT HOLDING CO. PTE. LTD.
Minco,medium,entity_results,1.0,6,0,MINCO COMMUNICATIONS PTE. LTD. | MINCO ELECTRONICS PTE LTD | GLOBAL MINCO PTE. LTD.
Namco,medium,entity_results,1.0,6,0,BANDAI NAMCO SINGAPORE PTE. LTD. | NAMCO SG INTERNATIONAL PTE. LTD. | BANDAI NAMCO ENTERTAINMENT ASIA PTE. LTD.
Eurofins,medium,entity_results,1.0,6,0,EUROFINS EAG MATERIALS SCIENCE SINGAPORE PTE. LTD. | EUROFINS CENTRAL LABORATORY PTE. LTD. | EUROFINS CLINICAL DIAGNOSTICS PTE. LTD.
Anthem,medium,entity_results,1.0,6,0,ANTHEM ENERGIES PTE. LTD. | AN ANTHEM (PTE. LTD.) | ANTHEM PETROLEUM PTE. LTD.
Transfar,medium,entity_results,1.0,6,0,TRANSFAR LOS ANGELES PTE. LTD. | TRANSFAR CHEMICALS (SINGAPORE) PTE. LTD. | TRANSFAR MARINE PTE. LTD.
WHA,medium,entity_results,1.0,6,0,WHA HERITAGE PTE. LTD. | WHA INDUSTRIAL DEVELOPMENT (SG) PTE. LTD. | WHA INDUSTRIAL DEVELOPMENT INTERNATIONAL (SG) PTE. LTD.
Beca,medium,entity_results,1.0,6,0,BECA ENGINEERING CO PTE. LTD. | BECA INSURANCE COMPANY PTE. LTD. | BECA ASIA HOLDINGS PTE LTD
Freshly,medium,entity_results,1.0,5,0,FRESHLY GO HEALTHY CUISINES PTE. LTD. | FRESHLY SG PTE. LTD. | FRESHLY MADE PTE. LTD.
Kleiberit,medium,entity_results,1.0,5,0,KLEIBERIT ADHESIVES ASIA PTE LTD | KLEIBERIT HOLDING ASIA PTE. LTD. | KLEIBERIT COATINGS ASIA PTE. LTD.
Amgen,medium,entity_results,1.0,5,0,AMGEN ASIA PACIFIC PTE. LTD. | AMGEN BIOTECHNOLOGY SINGAPORE PTE. LTD. | AMGEN SINGAPORE MANUFACTURING PTE. LTD.
Detpak,medium,entity_results,1.0,5,0,DETPAK HOLDINGS PTE LTD | DETPAK INDONESIA HOLDINGS PTE LTD | DETPAK ASIA PTE LTD
Altrad,medium,entity_results,1.0,5,0,"ALTRAD HERTEL HOLDING ASIA PTE. LTD. | ALTRAD KOK CHANG SCAFFOLDING PTE. LTD. | ALTRAD FRP PRODUCTS CO., PTE. LTD."
NOV,medium,entity_results,1.0,5,0,NOV CAPS PTE. LTD. | NOV RIG SOLUTIONS PTE. LTD. | NOV FGS SINGAPORE (PTE.) LTD.
ENAM,medium,entity_results,1.0,5,0,ENAM 6 PTE. LTD. | SEGI ENAM ADVISORS PTE. LTD. | ENCIK ENAM LLP
ADF,medium,entity_results,1.0,5,0,ADF ENERGY DEVELOPMENT PTE. LTD. | ADF SINGAPORE LLP | ADF CONSTRUCTION PTE. LTD.
Hakuhodo,medium,entity_results,2.0,5,0,HAKUHODO CONSULTING ASIA PACIFIC PTE. LTD. | HAKUHODO (SINGAPORE) PRIVATE LTD | HAKUHODO INTEGRATED COMMUNICATIONS GROUP PTE. LTD.
Binder,medium,entity_results,1.0,5,0,MTQ BINDER HOLDINGS PTE. LTD. | BINDER CONNECTOR SOUTH EAST ASIA LLP | BINDER INSTRUMENTATION PTE LTD
Agoda,medium,entity_results,1.0,5,0,AGODA INTERNATIONAL PTE. LTD. | AGODA COMPANY PTE. LTD. | AGODA TRAVEL OPERATIONS PTE. LTD.
CEVA,medium,entity_results,1.0,5,0,CEVA LOGISTICS SERVICES ASIA-PACIFIC PTE. LTD. | CEVA MANAGEMENT ASIA-PACIFIC PTE. LTD. | CEVA ASIA PACIFIC HOLDINGS COMPANY PTE. LTD.
Oki,medium,entity_results,1.0,5,0,OKI DATA (SINGAPORE) PTE LTD | OKI DESIGN & CONTRACTS PTE. LTD. | OKI RAMEN PTE. LTD.
IQVIA,medium,entity_results,1.0,5,0,IQVIA RDS EAST ASIA PTE. LTD. | IQVIA HOLDINGS ASIA PTE. LTD. | IQVIA LABORATORIES ASIA PTE. LTD.
CrimsonLogic,medium,entity_results,1.0,5,0,CRIMSONLOGIC GLOBAL PTE LTD | CRIMSONLOGIC PTE LTD | CRIMSONLOGIC ETRADE HOLDINGS PTE. LTD.
Lantech,medium,entity_results,1.0,5,0,LANTECH SINGAPORE PTE. LTD. | LANTECH CONTRACTOR PTE LTD | LANTECH CONSULTANCY PTE. LTD.
Worley,medium,entity_results,1.0,5,0,WORLEY SINGAPORE HOLDING PTE. LTD. | WORLEY POWER SERVICES ASIA PTE. LTD. | WORLEY PTE. LIMITED
ORIX,medium,entity_results,1.0,5,0,ORIX INT'L PTE. LTD. | ORIX HIGHTECH GLOBAL PTE. LTD. | ORIX LEASING SINGAPORE LIMITED
Amadeus,medium,entity_results,2.0,5,0,AMADEUS HOLDING PTE. LTD. | AMADEUS CAPITAL PTE. LTD. | AMADEUS HOSPITALITY ASIA PACIFIC PTE. LTD.
DaVita,medium,entity_results,2.0,5,0,DAVITA CHINA PTE. LTD. | DAVITA CARE PTE. LTD. | DAVITA JAPAN PTE. LTD.
AliExpress,medium,entity_results,1.0,5,0,ALIEXPRESS INTERNATIONAL E-COMMERCE PTE. LTD. | ALIEXPRESS KOREA HOLDING (SINGAPORE) PTE. LTD. | ALIEXPRESS E-COMMERCE ONE PTE. LTD.
Aiwa,medium,entity_results,1.0,5,0,AIWA SINGAPORE (RHQ) PTE. LTD. | AIWA GLOBAL PTE. LTD. | AIWA TAX ADVISORY SINGAPORE PTE. LTD.
Bachmann,medium,entity_results,1.0,5,0,BACHMANN JAPANESE RESTAURANT PTE LTD | J&C BACHMANN PTE. LTD. | BACHMANN ENTERPRISES PTE LTD
KITZ,medium,entity_results,1.0,5,0,KITZ HOLDINGS PTE. LTD. | KITZ CORPORATION OF ASIA PACIFIC PTE. LTD. | KITZ VALVE & ACTUATION SINGAPORE PTE. LTD.
Huntsman,medium,entity_results,1.0,5,0,HUNTSMAN INVESTMENTS PTE. LTD. | HUNTSMAN ADVERTISING PTE. LTD. | HUNTSMAN ADVANCED MATERIALS (SINGAPORE) PTE. LTD.
RIMS,medium,entity_results,1.0,5,0,RIMS REIT PTE. LTD. | RIM'S APPARELS PTE. LTD. | RIMS MARITIME CONSULTANCY & SERVICES PTE. LTD.
JSSL,medium,entity_results,1.0,5,0,JSSL SINGAPORE INTERNATIONAL 7'S PTE. LTD. | JSSL SINGAPORE INTERNATIONAL SCHOOLS PTE. LTD. | JSSL KALLANG VENTURES PTE. LTD.
Kraton,medium,entity_results,1.0,5,0,KRATON POLYMERS SINGAPORE PTE. LTD. | KRATON PRIVATE LIMITED | KRATON CAPITAL PRIVATE LIMITED
Securitas,medium,entity_results,1.0,5,0,SWISS SECURITAS INVESTMENTS PTE. LTD. | SECURITAS ELECTRONIC SECURITY SINGAPORE PTE. LTD. | SECURITAS SECURITY HOLDINGS (SINGAPORE) PTE. LTD.
Changhong,medium,entity_results,1.0,5,0,CHANGHONG INDUSTRY GROUP PTE. LTD. | CHANGHONG ELECTRIC (SINGAPORE) PTE. LTD. | CHANGHONG JIAHUA INFORMATION TECHNOLOGY SINGAPORE PTE. LTD.
NIO,medium,entity_results,1.0,5,0,NIO TECHNOLOGY SINGAPORE PTE. LTD. | NIO ENGINEERING PRIVATE LIMITED | BIBIK NIO (JP) PTE. LTD.
FPT,medium,entity_results,1.0,5,0,FPT APAC PTE. LTD. | FPT INFORMATION SYSTEM SINGAPORE PTE. LTD. | FPT ASIA PACIFIC PTE. LTD.
Leica,medium,entity_results,2.0,5,0,LEICA INSTRUMENTS (SINGAPORE) PTE LIMITED | LEICA GEOSYSTEMS TECHNOLOGIES PTE. LTD. | LEICA CAMERA ASIA PACIFIC PTE. LTD.
CLSA,medium,entity_results,1.0,5,0,CLSA SSG INVESTMENT HOLDINGS PTE. LTD. | CLSA GLOBAL MARKETS PTE. LTD. | CLSA CAPITAL PARTNERS (SINGAPORE) PTE. LTD.
Amphenol,medium,entity_results,1.0,5,0,AMPHENOL FCI CONNECTORS SINGAPORE  PTE. LTD. | AMPHENOL SINGAPORE PRIVATE LIMITED | AMPHENOL HOLDING SG PTE. LTD.
CDPQ,medium,entity_results,2.0,5,0,CDPQ INFRASTRUCTURES ASIA II PTE. LTD. | CDPQ PRIVATE EQUITY ASIA PTE. LTD. | CDPQ PRIVATE EQUITY ASIA II PTE. LTD.
LGT,medium,entity_results,2.0,5,0,LGT CAPITAL PARTNERS (SINGAPORE) PTE. LIMITED | LGT BANK (SINGAPORE) LTD. | LGT IT SERVICES APAC PTE. LTD.
KHS,medium,entity_results,1.0,5,0,KHS INTERIOR WORKS PTE. LTD. | KHS STEEL WORKS PTE. LTD. | KHS & SONS PTE LTD
Odfjell,medium,entity_results,2.0,5,0,ODFJELL TERMINALS (CHINA) PTE. LTD. | ODFJELL ASIA II PTE LTD | ODFJELL TERMINALS ASIA PTE. LTD.
Kobelco,medium,entity_results,2.0,5,0,"KOBELCO INTERNATIONAL (S) CO., PTE. LTD. | SINGAPORE KOBELCO PTE. LTD. | KOBELCO WELDING ASIA PACIFIC PTE. LTD."
Yeti,medium,entity_results,1.0,5,0,YETI LOGISTICS (S) PTE. LTD. | BOX YETI PTE. LTD. | YETI ASIA PRIVATE LIMITED
Jindal,medium,entity_results,1.0,5,0,JINDAL PIPES (SINGAPORE) PTE. LTD. | JINDAL PTE. LTD. | JINDAL INTERNATIONAL TRADE. PTE. LTD.
Doehle,medium,entity_results,1.0,5,0,DOEHLE FEEDERMAX LP | DOEHLE SHIPMANAGEMENT PTE. LTD. | DOEHLE POST-PANAMAX LP
Koerber,medium,entity_results,1.0,5,0,KOERBER SUPPLY CHAIN SOFTWARE APAC PTE. LTD. | KOERBER TECHNOLOGIES PTE. LTD. | KOERBER SUPPLY CHAIN SOFTWARE SG PTE. LTD.
DuPont,medium,entity_results,1.0,5,0,DUPONT CIRCLE ASSETS PTE. LTD. | SINGAPORE DUPONT PTE. LTD. | DUPONT DIVERSIFIED INDUSTRIALS SINGAPORE PTE. LTD.
KFC,medium,entity_results,1.0,5,0,KFC ASIA FRANCHISE PTE. LTD. | KFC VENTURES PTE. LTD. | KFC PROPERTY INVESTMENT PTE LTD
Geometry,medium,entity_results,1.0,5,0,GEOMETRY CONCEPTS LLP | GEOMETRY CAFE PTE. LTD. | GEOMETRY STYLES TRADING PTE. LTD.
Sagami,medium,entity_results,1.0,5,0,SAGAMI DC II PTE. LTD. | SAGAMI SG PTE. LTD. | SAGAMI SG 2 PTE. LTD.
BMW,medium,entity_results,1.0,4,0,BMW ASIA PTE LTD | EK BMW PTE. LTD. | BMW WORLD TRADE PRIVATE LIMITED
Huttons,medium,entity_results,1.0,4,0,HUTTONS ASIA PTE. LTD. | HUTTONS INTERNATIONAL PTE. LTD. | HUTTONS CAPITAL PTE. LTD.
Carta,medium,entity_results,1.0,4,0,CARTA SOLUTIONS SINGAPORE PTE. LTD. | CARTA GENOMICS PTE. LTD. | TRAVEL A LA CARTA PTE. LTD.
Holmen,medium,entity_results,1.0,4,0,HOLMEN SINGAPORE PTE. LTD. | HOLMEN ARCTIC PTE. LTD. | HOLMEN ATLANTIC PTE. LTD.
Hanjin,medium,entity_results,1.0,4,0,HANJIN OVERSEAS TANKER PTE. LTD. | HANJIN GLOBAL LOGISTICS SINGAPORE PTE. LTD. | HANJIN PAVILION PTE. LTD.
Exacta,medium,entity_results,1.0,4,0,EXACTA PROCESS PLATFORMS PTE. LTD. | EXACTA ASIA INVESTMENT III MASTER (SINGAPORE) PTE. LTD. | EXACTA CONSULTING PTE. LTD.
AVK,medium,entity_results,1.0,4,0,AVK EMPLOYMENT AGENCY PTE. LTD. | AVK ENGINEERING PTE. LTD. | AVK SINGAPORE PTE. LTD.
Viatris,medium,entity_results,1.0,4,0,VIATRIS PHARMACEUTICALS PTE. LTD. | VIATRIS ASIA PACIFIC PTE. LTD. | VIATRIS SINGAPORE PTE. LTD.
Empyrion,medium,entity_results,1.0,4,0,EMPYRION DC (ASIA) PTE. LTD. | EMPYRION MY1 PTE. LTD. | EMPYRION DC PTE. LTD.
Nordson,medium,entity_results,1.0,4,0,NORDSON ADVANCED TECHNOLOGY INTERNATIONAL PTE. LTD. | NORDSON SG PTE. LTD. | NORDSON ADVANCED TECHNOLOGY (SINGAPORE) PTE. LTD.
Mediaplus,medium,entity_results,1.0,4,0,MEDIAPLUS VENTURE GROUP PTE. LTD. | MEDIAPLUS DIGITAL PTE. LTD. | MEDIAPLUS PTE. LTD.
Solstad,medium,entity_results,1.0,4,0,SOLSTAD MANAGEMENT SINGAPORE PTE. LTD. | SOLSTAD OFFSHORE ASIA PACIFIC PTE. LTD. | SOLSTAD OFFSHORE SINGAPORE PTE. LTD.
Magix,medium,entity_results,1.0,4,0,INTERMAY MAGIX PTE. LTD. | ARISE MAGIX WORLD PTE. LTD. | SENTOSA 4D MAGIX PTE. LTD.
Visy,medium,entity_results,1.0,4,0,VISY TRADING SINGAPORE PTE. LTD. | VISY SINGAPORE HEADQUARTERS PTE. LTD. | BESPOKE HABITAT VI-SY PTE. LTD.
Therme,medium,entity_results,1.0,4,0,THERME GROUP SINGAPORE PTE. LTD. | THERME CHINA (SINGAPORE) HOLDING PTE. LTD. | THERME GROUP SERVICES (SINGAPORE) PTE. LTD.
CAB,medium,entity_results,1.0,4,0,CAB INTERNATIONAL TRADE PTE. LTD. | SINGAPORE CAB BOOKING PTE. LTD. | ADVENTURES CAB PTE. LTD.
Ariston,medium,entity_results,1.0,4,0,JADE ARISTON PTE. LTD. | ARISTON GLOBAL PTE. LTD. | ARISTON PTE. LTD.
Fonterra,medium,entity_results,1.0,4,0,FONTERRA BRANDS (NEW YOUNG) PTE. LTD. | FONTERRA INSURANCE PTE. LIMITED | FONTERRA BRANDS (SINGAPORE) PTE. LTD.
Resonac,medium,entity_results,2.0,4,0,RESONAC ASIA PACIFIC PTE. LTD. | RESONAC SPECIALTY GAS SINGAPORE PTE. LTD. | RESONAC POWDERED METALS SINGAPORE PTE. LTD.
Astellar,medium,entity_results,1.0,4,0,ASTELLAR LEARNING PTE. LTD. | ASTELLAR RESOURCES (SINGAPORE) PTE. LTD. | A-STELLAR CONSULTING PTE. LTD.
IGIS,medium,entity_results,2.0,4,0,IGIS ASIA DATA CENTER 2 LP | IGIS ASIA INVESTMENT MANAGEMENT PTE. LTD. | IGIS ASIA PTE. LTD.
Huber,medium,entity_results,1.0,4,0,HUBER + SUHNER (SINGAPORE) PTE LTD | HUBER GYM PTE. LTD. | HUBER RANNER (SINGAPORE) PTE. LTD.
Droom,medium,entity_results,1.0,4,0,DROOM PTE. LTD. | DROOM DATA SCIENCE (SINGAPORE) PTE. LTD. | DROOM FINTECH PTE. LTD.
Bosch,medium,entity_results,1.0,4,0,ROBERT BOSCH (SOUTH EAST ASIA) PTE. LTD. | BOSCH REXROTH PTE. LTD. | ROBERT BOSCH SECURITY SOLUTIONS PTE. LTD.
Ruijie,medium,entity_results,1.0,4,0,RUIJIE JINCHANG INTERNATIONAL TRADING PTE. LTD. | RUIJIE NETWORKS SINGAPORE PTE. LTD. | RUIJIE INTERNATIONAL PTE. LTD.
Donaldson,medium,entity_results,1.0,4,0,DONALDSON & BURKINSHAW LLP | DONALDSON FILTRATION (ASIA PACIFIC) PTE LTD | DONALDSON INTERNATIONAL PTE. LTD.
Roca,medium,entity_results,1.0,4,0,COLIBRI ROCA BLANCA BEACH HOLDING CO PTE. LTD. | ROCA INFRASTRUCTURE DATA AND ANALYTICS (SINGAPORE) PTE. LTD. | ROCA BATHROOM PRODUCTS SINGAPORE PTE. LTD.
IDEC,medium,entity_results,1.0,4,0,IDEC GROUP HOLDING ASIA PTE. LTD. | IDEC IZUMI ASIA PTE LTD. | IDEC GROUP RENEWABLES ASIA PTE. LTD.
SoftBank,medium,entity_results,1.0,4,0,SOFTBANK GROUP CAPITAL APAC I PTE. LTD. | SOFTBANK SINGAPORE PTE. LTD. | SOFTBANK GROUP CAPITAL APAC II PTE. LTD.
Xiaomi,medium,entity_results,1.0,4,0,XIAOMI TECHNOLOGIES SINGAPORE PTE. LTD. | XIAOMI SINGAPORE FINTECH PRIVATE LIMITED | XIAOMI SINGAPORE PTE. LTD.
Vivaldi,medium,entity_results,1.0,4,0,VIVALDI PROPERTY PTE. LTD. | VIVALDI SG PTE. LTD. | VIVALDI (SINGAPORE) PTE LTD
Baidu,medium,entity_results,1.0,4,0,BAIDU APOLLO (SOUTHEAST ASIA) PTE. LTD. | BAIDU PTE. LTD. | BAIDU RECRUITMENT PTE. LTD.
BWT,medium,entity_results,1.0,4,0,BWT EAST ASIA PTE. LIMITED | BWT GLOBAL PRIVATE LIMITED | BWT CAPITAL PTE. LTD.
Autobacs,medium,entity_results,2.0,4,0,AUTOBACS CAR CARE (SINGAPORE) PTE. LTD. | AUTOBACS PTE. LTD. | AUTOBACS TRADING PTE LTD
Matsui,medium,entity_results,2.0,4,0,MATSUI PTE. LTD. | MATSUI MISO INTERNATIONAL PTE. LTD. | MATSUI HAIR STUDIO PTE. LTD.
Sephora,medium,entity_results,2.0,4,0,SEPHORA DIGITAL SEA PTE. LTD. | SEPHORA ASIA PTE. LTD. | SEPHORA SINGAPORE PTE. LTD.
Rasmussen,medium,entity_results,1.0,4,0,RASMUSSEN FAMILY INVEST PTE. LTD. | RASMUSSEN HOLDING PTE. LTD. | RASMUSSEN CONSULTING ASIA PTE. LTD.
Hisense,medium,entity_results,1.0,4,0,HISENSE INTERNATIONAL ELECTRONICS TRADING (SINGAPORE) PTE. LTD. | HISENSE INTERNATIONAL SINGAPORE HOLDINGS PTE. LTD. | HISENSE ELECTRONICS (SINGAPORE) PTE. LTD.
Evonik,medium,entity_results,1.0,4,0,EVONIK (SEA) PTE. LTD. | EVONIK OIL ADDITIVES ASIA PACIFIC PTE. LTD. | EVONIK METHIONINE SEA PTE. LTD.
Stonex,medium,entity_results,1.0,4,0,STONEX FINANCIAL PTE. LTD. | STONEX TECHNOLOGY PTE. LTD. | STONEX STONE SPECIALIST PTE. LTD.
Kappa,medium,entity_results,1.0,4,0,KAPPA INTERNATIONAL PTE LTD | KAPPA HOLDINGS PTE. LTD. | KAPPA INVESTMENT HOLDINGS PTE LTD
Heineken,medium,entity_results,1.0,4,0,HEINEKEN ASIA PACIFIC HOLDING PTE. LTD. | HEINEKEN ASIA PACIFIC PTE. LTD. | HEINEKEN ASIA PACIFIC EXPORT PTE. LTD.
SVN,medium,entity_results,1.0,4,0,BRAND MAKER SVN PTE. LTD. | SVN GLOBAL PTE. LTD. | SVN ELECTRICAL ENGINEERING PTE. LTD.
Sensus,medium,entity_results,1.0,4,0,SENSUS COCINA PTE. LTD. | SENSUS SINGAPORE PTE. LTD. | SENSUS WINE STUDIO PTE. LTD.
Ardian,medium,entity_results,1.0,4,0,ARDIAN GLOBAL PRIVATE EQUITY GP PTE. LTD. | ARDIAN ASIA PTE. LTD. | ARDIAN INVESTMENT SINGAPORE PTE. LTD.
Indeed,medium,entity_results,1.0,4,0,INDEED SCAPE PTE. LTD. | INDEED SINGAPORE OPERATIONS (PTE.) LTD. | IN.DEED COMMUNICATIONS PTE. LTD.
Sanhua,medium,entity_results,1.0,4,0,SANHUA TRADING SINGAPORE PTE. LTD. | SANHUA SINGAPORE HEAT EXCHANGER PTE. LTD. | SANHUA SINGAPORE AUTOMOTIVE INVESTMENT PTE. LTD.
Ocorian,medium,entity_results,1.0,4,0,OCORIAN CORPORATE SERVICES (SINGAPORE) PTE. LTD. | OCORIAN FUND SOLUTIONS (APAC) PTE. LTD. | OCORIAN CONSULTING (SG) PRIVATE LIMITED
Hoover,medium,entity_results,1.0,4,0,HOOVER CIRCULAR SOLUTIONS SINGAPORE PTE. LTD. | HOOVER HOTEL PTE LTD | HOOVER STAINLESS PTE LTD
Knauf,medium,entity_results,1.0,4,0,KNAUF SINGAPORE PTE LTD | KNAUF INSULATION PTE. LTD. | KNAUF CEILING SOLUTIONS (SINGAPORE) PTE. LTD.
Boot,medium,entity_results,1.0,4,0,CHADWICK BOOT PTE. LTD. | BOOT CAFE SG PTE. LTD. | ART BOOT CAMP PTE. LTD.
Areva,medium,entity_results,1.0,4,0,LE AREVA HOLDINGS PTE. LTD. | AREVA INTERNATIONAL PTE. LTD. | AREVA GROUP PTE. LTD.
AECOM,medium,entity_results,1.0,4,0,AECOM COST CONSULTING AND PROJECT MANAGEMENT (SINGAPORE) PTE. LTD. | AECOM SINGAPORE PTE. LTD. | AECOM ASIA (SINGAPORE) PTE. LTD.
Globalstar,medium,entity_results,1.0,4,0,GLOBALSTAR MOBILE SATELLITE SERVICES SINGAPORE PTE. LTD. | GLOBALSTAR TECHNOLOGIES PTE. LTD. | GLOBALSTAR SATELLITE SERVICES PTE. LTD.
Sunseeker,medium,entity_results,1.0,4,0,SUNSEEKER INTELLIGENT TECHNOLOGY ASIA PTE. LTD. | THE SUNSEEKER INN PTE. LTD. | OCEAN SUNSEEKER PTE. LTD.
Mediacorp,medium,entity_results,1.0,4,0,MEDIACORP TECHNOLOGIES PTE LTD | MEDIACORP PTE. LTD. | MEDIACORP PRODUCTIONS INTERNATIONAL PTE. LTD.
Validus,medium,entity_results,1.0,4,0,VALIDUS INVESTMENT HOLDINGS PTE. LTD. | VALIDUS SPORTS AND FITNESS PTE. LTD. | VALIDUS RISK MANAGEMENT ASIA PTE. LTD.
Zensho,medium,entity_results,2.0,4,0,ZENSHO FOOD SINGAPORE PTE. LTD. | ZENSHO KATSUAN SINGAPORE PTE. LTD. | ZENSHO JAPANESE RESTAURANT COMPANY PTE. LTD.
Ampol,medium,entity_results,1.0,4,0,AMPOL SHIPPING & LOGISTICS PTE. LTD. | AMPOL MANAGEMENT SERVICES PTE. LTD. | AMPOL INTERNATIONAL HOLDINGS PTE. LTD.
RGF,medium,entity_results,1.0,4,0,RGF TALENT SOLUTIONS SINGAPORE PTE. LTD. | RGF INVESTMENT PTE. LTD. | RGF ASIA AGRI SERVICE PTE. LTD.
Topcon,medium,entity_results,1.0,4,0,TOPCON SINGAPORE MEDICAL PTE. LTD. | SINGAPORE TOPCON TECH PTE. LTD. | TOPCON SINGAPORE POSITIONING PTE. LTD.
Fluence,medium,entity_results,1.0,4,0,TAN FLUENCE TRADING LLP | FLUENCE ENERGY SINGAPORE PTE. LTD. | FASHION FLUENCE PTE. LTD.
Hydrochem,medium,entity_results,1.0,4,0,HYDROCHEM (S) PTE LTD | HYDROCHEM ENGINEERING (S) PTE LTD | HYDROCHEM DESALINATION TECHNOLOGIES (SINGAPORE) PTE. LTD.
SECOM,medium,entity_results,1.0,4,0,SECOM MEDICAL SYSTEM (SINGAPORE) PRIVATE LIMITED | SECOM (SINGAPORE) PTE LTD | SECOM SMART (SINGAPORE) PTE. LTD.
Xylem,medium,entity_results,1.0,4,0,XYLEM INDUSTRIES SINGAPORE PTE. LTD. | XYLEM PTE. LTD. | XYLEM WATER SOLUTIONS SINGAPORE PTE. LTD.
Unicity,medium,entity_results,1.0,3,0,UNICITY SCIENCE AND DEVELOPMENT PTE. LTD. | UNICITY SINGAPURA PTE. LTD. | UNICITY SINGAPORE PTE. LTD.
Chint,medium,entity_results,1.0,3,0,CHINT GLOBAL INTERNATIONAL PTE. LTD. | CHINT SMARTPOWER SERVICES (SINGAPORE) PTE. LTD. | CHINT GLOBAL PTE. LTD.
Markham,medium,entity_results,1.0,3,0,MARKHAM SINGAPORE PTE. LTD. | MARKHAM AGRO (19 HK) PTE. LTD. | MARKHAM REALTY PTE. LTD.
Vertu,medium,entity_results,1.0,3,0,VERTU TECH PTE. LTD. | VERTU (SINGAPORE) PTE. LTD. | VERTU GLOBAL PTE. LTD.
Vard,medium,entity_results,1.0,3,0,VARD SHIPHOLDING SINGAPORE PTE. LTD. | VARD HOLDINGS LIMITED | VARD SINGAPORE PTE. LTD.
Bellevue,medium,entity_results,1.0,3,0,BELLEVUE PROPERTIES PTE. LTD. | BELLEVUE 18 PTE. LTD. | BELLEVUE ASSET MANAGEMENT (SINGAPORE) PTE. LTD.
Blackboard,medium,entity_results,1.0,3,0,BLACKBOARD CONSULTANTS PTE. LTD. | THE BLACKBOARD LEARNING CENTRE PRIVATE LIMITED | BLACKBOARD SINGAPORE PTE. LIMITED
Tongfang,medium,entity_results,1.0,3,0,TONGFANG TECHNOVATOR (S.E.A) PTE. LTD. | TONGFANG TECHNOLOGY SINGAPORE PTE. LTD. | TONGFANG ASIA PACIFIC (R&D CENTER) PTE. LTD.
